symbol,side,opened_at,closed_at,entry_price,exit_price,stop_price,take_price,exit_reason,gross_return,net_return,fee_bps,slippage_bps,r_multiple,quantity_fraction,ladder_r,mae_r,mfe_r,bars_to_mfe,bars_held
ETH/USDT,short,2025-11-14T18:45:00+00:00,2025-11-14T19:00:00+00:00,3166.07,3245.22175,3245.22175,3007.7665,stoploss,-0.024999999999999998,-0.026199999999999998,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-14T19:00:00+00:00,2025-11-14T20:30:00+00:00,3189.7,3269.4425,3269.4425,3030.215,stoploss,-0.02500000000000009,-0.02620000000000009,10.0,2.0,-1.0,1.0,,-1.0,0.26033796281781596,5,6
ETH/USDT,short,2025-11-14T20:30:00+00:00,2025-11-14T21:00:00+00:00,3129.32,3207.553,3207.553,2972.854,stoploss,-0.024999999999999908,-0.026199999999999907,10.0,2.0,-1.0,1.0,,-1.0,0.04486597727302073,1,2
ETH/USDT,short,2025-11-14T21:00:00+00:00,2025-11-15T01:45:00+00:00,3160.01,3239.01025,3239.01025,3002.0095,stoploss,-0.02499999999999987,-0.02619999999999987,10.0,2.0,-1.0,1.0,,-1.0,0.8465795994316531,8,19
ETH/USDT,short,2025-11-15T05:15:00+00:00,2025-11-16T00:30:00+00:00,3170.1,3249.3525,3249.3525,3011.595,stoploss,-0.02500000000000002,-0.02620000000000002,10.0,2.0,-1.0,1.0,,-1.0,0.43721018264408146,14,77
BTC/USDT,short,2025-11-14T18:15:00+00:00,2025-11-16T06:30:00+00:00,95996.7,98396.6175,98396.6175,91196.865,stoploss,-0.02499999999999996,-0.02619999999999996,10.0,2.0,-1.0,1.0,,-1.0,0.8015275525096153,19,145
BTC/USDT,short,2025-11-16T07:00:00+00:00,2025-11-16T10:00:00+00:00,95830.0,98225.75,98225.75,91038.5,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,0.13356986329959303,5,12
ETH/USDT,short,2025-11-16T11:30:00+00:00,2025-11-17T19:30:00+00:00,3162.9,3004.755,3241.9725,3004.755,takeprofit,0.049999999999999996,0.048799999999999996,10.0,2.0,2.0000000000000058,1.0,,-0.8485883208447957,2.0000000000000058,128,128
ETH/USDT,short,2025-11-17T19:30:00+00:00,2025-11-18T08:30:00+00:00,2988.02,3062.7205,3062.7205,2838.619,stoploss,-0.024999999999999974,-0.026199999999999973,10.0,2.0,-1.0,1.0,,-1.0,0.465726467694326,30,52
ETH/USDT,short,2025-11-19T04:00:00+00:00,2025-11-19T17:30:00+00:00,3068.12,2914.714,3144.823,2914.714,takeprofit,0.04999999999999998,0.04879999999999998,10.0,2.0,2.0,1.0,,-0.5304877253823197,2.0,54,54
ETH/USDT,short,2025-11-19T17:30:00+00:00,2025-11-19T23:00:00+00:00,2927.61,3000.80025,3000.80025,2781.2295,stoploss,-0.02499999999999988,-0.02619999999999988,10.0,2.0,-1.0,1.0,,-1.0,0.7225006062966086,10,22
BTC/USDT,short,2025-11-17T19:00:00+00:00,2025-11-20T16:00:00+00:00,92272.9,94579.7225,94579.7225,87659.255,stoploss,-0.025000000000000102,-0.0262000000000001,10.0,2.0,-1.0,1.0,,-1.0,1.6355397955412603,256,276
ETH/USDT,short,2025-11-20T13:45:00+00:00,2025-11-20T17:00:00+00:00,3000.39,2850.3705,3075.39975,2850.3705,takeprofit,0.04999999999999996,0.04879999999999996,10.0,2.0,1.999999999999994,1.0,,-0.19157509523762328,1.999999999999994,13,13
ETH/USDT,short,2025-11-20T17:00:00+00:00,2025-11-20T21:45:00+00:00,2822.95,2893.52375,2893.52375,2681.8025,stoploss,-0.02500000000000001,-0.026200000000000008,10.0,2.0,-1.0,1.0,,-1.0,0.3614658424697534,8,19
ETH/USDT,short,2025-11-21T02:15:00+00:00,2025-11-21T07:30:00+00:00,2839.55,2697.5725,2910.53875,2697.5725,takeprofit,0.04999999999999998,0.04879999999999998,10.0,2.0,2.0,1.0,,-0.058178232466407076,2.0,21,21
BTC/USDT,short,2025-11-20T17:00:00+00:00,2025-11-21T09:30:00+00:00,87114.1,82758.395,89291.9525,82758.395,takeprofit,0.05000000000000002,0.04880000000000002,10.0,2.0,2.0000000000000067,1.0,,-0.6363608187423153,2.0000000000000067,66,66
BTC/USDT,short,2025-11-21T09:30:00+00:00,2025-11-21T12:45:00+00:00,82612.8,84678.12,84678.12,78482.16,stoploss,-0.024999999999999908,-0.026199999999999907,10.0,2.0,-1.0,1.0,,-1.0,1.0229891735905383,11,13
BTC/USDT,short,2025-11-21T16:00:00+00:00,2025-11-21T17:00:00+00:00,82906.6,84979.265,84979.265,78761.27,stoploss,-0.02499999999999992,-0.02619999999999992,10.0,2.0,-1.0,1.0,,-1.0,0.14449995537146665,1,4
BTC/USDT,short,2025-11-21T20:00:00+00:00,2025-11-21T21:30:00+00:00,84051.2,86152.48,86152.48,79848.64,stoploss,-0.024999999999999988,-0.026199999999999987,10.0,2.0,-1.0,1.0,,-1.0,0.30010279448716576,1,6
BTC/USDT,short,2025-11-22T02:45:00+00:00,2025-11-22T08:30:00+00:00,84468.3,86580.0075,86580.0075,80244.885,stoploss,-0.025000000000000046,-0.026200000000000046,10.0,2.0,-1.0,1.0,,-1.0,1.8791901814053298,14,23
ETH/USDT,short,2025-11-21T07:30:00+00:00,2025-11-23T01:30:00+00:00,2733.36,2801.694,2801.694,2596.692,stoploss,-0.02499999999999994,-0.02619999999999994,10.0,2.0,-1.0,1.0,,-1.0,1.5258875523165663,19,168
ETH/USDT,short,2025-11-26T12:00:00+00:00,2025-11-26T17:15:00+00:00,2894.34,2966.6985,2966.6985,2749.623,stoploss,-0.024999999999999935,-0.026199999999999935,10.0,2.0,-1.0,1.0,,-1.0,0.046435456788077915,1,21
BTC/USDT,long,2025-11-27T02:00:00+00:00,2025-11-27T03:00:00+00:00,90984.2,88709.595,88709.595,95533.41,stoploss,-0.024999999999999956,-0.026199999999999956,10.0,2.0,-1.0,1.0,,-1.0,0.3629201553676359,3,4
BTC/USDT,long,2025-11-27T03:00:00+00:00,2025-11-27T09:00:00+00:00,91295.3,95860.065,89012.9175,95860.065,takeprofit,0.04999999999999999,0.04879999999999999,10.0,2.0,1.9999999999999936,1.0,,-0.16868338238660646,1.9999999999999936,24,24
BTC/USDT,long,2025-11-27T09:30:00+00:00,2025-11-27T13:15:00+00:00,91762.8,89468.73,89468.73,96350.94,stoploss,-0.025000000000000074,-0.026200000000000074,10.0,2.0,-1.0,1.0,,-1.0,0.019441429424555977,1,15
BTC/USDT,long,2025-11-27T16:15:00+00:00,2025-11-27T17:45:00+00:00,91142.1,95699.205,88863.5475,95699.205,takeprofit,0.049999999999999954,0.048799999999999955,10.0,2.0,1.9999999999999936,1.0,,-0.01518507912370057,1.9999999999999936,6,6
ETH/USDT,long,2025-11-27T09:30:00+00:00,2025-11-27T17:45:00+00:00,3034.46,3186.183,2958.5985,3186.183,takeprofit,0.04999999999999998,0.04879999999999998,10.0,2.0,2.0,1.0,,-0.7178872023358364,2.0,33,33
BTC/USDT,long,2025-11-28T03:15:00+00:00,2025-11-28T11:00:00+00:00,91161.4,88882.365,88882.365,95719.47,stoploss,-0.02499999999999988,-0.02619999999999988,10.0,2.0,-1.0,1.0,,-1.0,0.27603788445548616,30,31
BTC/USDT,long,2025-11-28T13:30:00+00:00,2025-11-28T14:45:00+00:00,91796.6,89501.685,89501.685,96386.43,stoploss,-0.025000000000000088,-0.026200000000000088,10.0,2.0,-1.0,1.0,,-1.0,0.4771418549270871,4,5
ETH/USDT,long,2025-11-27T18:45:00+00:00,2025-11-30T14:00:00+00:00,3035.99,2960.09025,2960.09025,3187.7895,stoploss,-0.024999999999999866,-0.026199999999999866,10.0,2.0,-1.0,1.0,,-1.0,1.9357112506958307,173,269
BTC/USDT,long,2025-11-28T14:45:00+00:00,2025-12-01T00:00:00+00:00,92137.4,89833.965,89833.965,96744.27,stoploss,-0.024999999999999977,-0.026199999999999977,10.0,2.0,-1.0,1.0,,-1.0,0.24802089053956525,3,229
ETH/USDT,short,2025-12-01T12:30:00+00:00,2025-12-01T22:00:00+00:00,2814.77,2674.0315,2885.13925,2674.0315,takeprofit,0.049999999999999975,0.048799999999999975,10.0,2.0,1.9999999999999936,1.0,,-0.2924572878068172,1.9999999999999936,38,38
BTC/USDT,short,2025-12-01T12:00:00+00:00,2025-12-02T01:15:00+00:00,85842.9,87988.9725,87988.9725,81550.755,stoploss,-0.02500000000000011,-0.02620000000000011,10.0,2.0,-1.0,1.0,,-1.0,0.918328714430654,15,53
ETH/USDT,short,2025-12-02T00:45:00+00:00,2025-12-02T14:00:00+00:00,2786.64,2856.306,2856.306,2647.308,stoploss,-0.02500000000000006,-0.02620000000000006,10.0,2.0,-1.0,1.0,,-1.0,0.0231102689977847,31,53
ETH/USDT,long,2025-12-03T11:45:00+00:00,2025-12-04T00:45:00+00:00,3072.08,2995.278,2995.278,3225.684,stoploss,-0.025000000000000043,-0.026200000000000043,10.0,2.0,-1.0,1.0,,-1.0,1.7858909924220674,45,52
ETH/USDT,long,2025-12-04T09:30:00+00:00,2025-12-04T19:00:00+00:00,3203.24,3123.159,3123.159,3363.402,stoploss,-0.0249999999999999,-0.0261999999999999,10.0,2.0,-1.0,1.0,,-1.0,0.18805958966546948,24,38
ETH/USDT,long,2025-12-05T02:30:00+00:00,2025-12-05T13:30:00+00:00,3185.99,3106.34025,3106.34025,3345.2895,stoploss,-0.024999999999999873,-0.026199999999999873,10.0,2.0,-1.0,1.0,,-1.0,0.025235484103845005,2,44
BTC/USDT,long,2025-12-03T01:45:00+00:00,2025-12-05T15:30:00+00:00,92168.8,89864.58,89864.58,96777.24,stoploss,-0.025000000000000012,-0.02620000000000001,10.0,2.0,-1.0,1.0,,-1.0,0.7899419326279592,101,247
ETH/USDT,short,2025-12-07T13:30:00+00:00,2025-12-07T17:30:00+00:00,3032.88,3108.702,3108.702,2881.236,stoploss,-0.025000000000000036,-0.026200000000000036,10.0,2.0,-1.0,1.0,,-1.0,1.3315396586742618,4,16
ETH/USDT,long,2025-12-07T19:00:00+00:00,2025-12-07T22:00:00+00:00,3128.04,3049.839,3049.839,3284.442,stoploss,-0.02500000000000001,-0.026200000000000008,10.0,2.0,-1.0,1.0,,-1.0,0.20894873467091393,5,12
BTC/USDT,short,2025-12-06T07:45:00+00:00,2025-12-08T07:15:00+00:00,89545.2,91783.83,91783.83,85067.94,stoploss,-0.025000000000000053,-0.026200000000000053,10.0,2.0,-1.0,1.0,,-1.0,0.8116124594059717,123,190
BTC/USDT,long,2025-12-08T07:15:00+00:00,2025-12-08T15:00:00+00:00,91658.4,89366.94,89366.94,96241.32,stoploss,-0.02499999999999991,-0.02619999999999991,10.0,2.0,-1.0,1.0,,-1.0,0.36727675804945703,11,31
ETH/USDT,long,2025-12-08T01:15:00+00:00,2025-12-09T16:00:00+00:00,3102.44,3257.562,3024.879,3257.562,takeprofit,0.04999999999999995,0.04879999999999995,10.0,2.0,1.9999999999999942,1.0,,-0.26998104717577154,1.9999999999999942,155,155
BTC/USDT,long,2025-12-09T13:00:00+00:00,2025-12-09T21:15:00+00:00,90456.1,94978.905,88194.6975,94978.905,takeprofit,0.04999999999999992,0.04879999999999992,10.0,2.0,1.9999999999999873,1.0,,-0.5497031156549972,1.9999999999999871,33,33
BTC/USDT,long,2025-12-10T03:00:00+00:00,2025-12-11T02:15:00+00:00,92422.4,90111.84,90111.84,97043.52,stoploss,-0.024999999999999977,-0.026199999999999977,10.0,2.0,-1.0,1.0,,-1.0,1.3319714701198018,40,93
ETH/USDT,long,2025-12-09T16:00:00+00:00,2025-12-11T03:00:00+00:00,3286.56,3204.396,3204.396,3450.888,stoploss,-0.02499999999999993,-0.026199999999999928,10.0,2.0,-1.0,1.0,,-1.0,1.98907063920939,127,140
ETH/USDT,long,2025-12-13T20:00:00+00:00,2025-12-13T22:15:00+00:00,3104.66,3259.893,3027.0435,3259.893,takeprofit,0.05000000000000006,0.04880000000000006,10.0,2.0,2.0000000000000115,1.0,,-0.27468386232308606,2.0000000000000115,9,9
BTC/USDT,long,2025-12-11T20:00:00+00:00,2025-12-14T11:30:00+00:00,91323.1,89040.0225,89040.0225,95889.255,stoploss,-0.02499999999999999,-0.02619999999999999,10.0,2.0,-1.0,1.0,,-1.0,0.9972942223818485,6,254
ETH/USDT,long,2025-12-14T06:15:00+00:00,2025-12-14T23:30:00+00:00,3129.0,3050.775,3050.775,3285.45,stoploss,-0.02499999999999997,-0.02619999999999997,10.0,2.0,-1.0,1.0,,-1.0,0.058804729945668446,3,69
BTC/USDT,short,2025-12-14T16:30:00+00:00,2025-12-15T02:15:00+00:00,88770.7,90989.9675,90989.9675,84332.165,stoploss,-0.025000000000000022,-0.026200000000000022,10.0,2.0,-1.0,1.0,,-1.0,1.2484750035766283,4,39
BTC/USDT,short,2025-12-15T15:00:00+00:00,2025-12-15T15:15:00+00:00,87434.0,83062.3,89619.85,83062.3,takeprofit,0.04999999999999997,0.04879999999999997,10.0,2.0,1.9999999999999933,1.0,,0.0,1.9999999999999933,1,1
BTC/USDT,short,2025-12-15T15:15:00+00:00,2025-12-15T15:30:00+00:00,86822.3,82481.185,88992.8575,82481.185,takeprofit,0.05000000000000006,0.04880000000000006,10.0,2.0,2.0000000000000067,1.0,,0.0,2.0000000000000067,1,1
BTC/USDT,short,2025-12-15T15:30:00+00:00,2025-12-15T18:00:00+00:00,87055.2,82702.44,89231.58,82702.44,takeprofit,0.04999999999999994,0.04879999999999994,10.0,2.0,1.9999999999999933,1.0,,-0.44716455765996516,1.9999999999999933,10,10
BTC/USDT,short,2025-12-15T18:00:00+00:00,2025-12-15T18:15:00+00:00,85826.5,81535.175,87972.1625,81535.175,takeprofit,0.04999999999999997,0.04879999999999997,10.0,2.0,1.9999999999999933,1.0,,0.0,1.9999999999999931,1,1
BTC/USDT,short,2025-12-15T18:15:00+00:00,2025-12-15T22:30:00+00:00,85597.8,87737.745,87737.745,81317.91,stoploss,-0.02499999999999991,-0.02619999999999991,10.0,2.0,-1.0,1.0,,-1.0,0.2172018439726276,1,17
ETH/USDT,short,2025-12-15T15:00:00+00:00,2025-12-16T04:45:00+00:00,3033.91,2882.2145,3109.75775,2882.2145,takeprofit,0.04999999999999994,0.04879999999999994,10.0,2.0,1.999999999999988,1.0,,0.0,1.999999999999988,55,55
BTC/USDT,short,2025-12-16T03:15:00+00:00,2025-12-16T07:00:00+00:00,85610.8,87751.07,87751.07,81330.26,stoploss,-0.025000000000000046,-0.026200000000000046,10.0,2.0,-1.0,1.0,,-1.0,0.18890140029061853,6,15
BTC/USDT,short,2025-12-17T05:15:00+00:00,2025-12-17T14:45:00+00:00,86368.2,88527.405,88527.405,82049.79,stoploss,-0.025000000000000022,-0.026200000000000022,10.0,2.0,-1.0,1.0,,-1.0,0.12161883656252698,17,38
ETH/USDT,short,2025-12-16T13:45:00+00:00,2025-12-17T14:45:00+00:00,2914.74,2987.6085,2987.6085,2769.003,stoploss,-0.025000000000000015,-0.026200000000000015,10.0,2.0,-1.0,1.0,,-1.0,0.335673164673344,1,100
BTC/USDT,short,2025-12-17T17:45:00+00:00,2025-12-18T13:30:00+00:00,86380.7,88540.2175,88540.2175,82061.665,stoploss,-0.025000000000000022,-0.026200000000000022,10.0,2.0,-1.0,1.0,,-1.0,0.5123829744375765,5,79
ETH/USDT,short,2025-12-17T16:00:00+00:00,2025-12-18T13:45:00+00:00,2888.74,2960.9585,2960.9585,2744.303,stoploss,-0.02500000000000014,-0.02620000000000014,10.0,2.0,-1.0,1.0,,-1.0,1.3338687455430311,12,87
BTC/USDT,short,2025-12-18T17:30:00+00:00,2025-12-18T19:00:00+00:00,88400.1,83980.095,90610.1025,83980.095,takeprofit,0.05000000000000005,0.04880000000000005,10.0,2.0,2.0000000000000133,1.0,,-0.04126692164375271,2.0000000000000133,6,6
BTC/USDT,short,2025-12-18T19:15:00+00:00,2025-12-18T19:30:00+00:00,87000.0,82650.0,89175.0,82650.0,takeprofit,0.05,0.0488,10.0,2.0,2.0,1.0,,0.0,2.0,1,1
ETH/USDT,short,2025-12-18T19:45:00+00:00,2025-12-18T20:00:00+00:00,2819.03,2889.50575,2889.50575,2678.0785,stoploss,-0.02499999999999986,-0.02619999999999986,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
BTC/USDT,short,2025-12-18T19:45:00+00:00,2025-12-18T22:00:00+00:00,84898.5,87020.9625,87020.9625,80653.575,stoploss,-0.024999999999999932,-0.02619999999999993,10.0,2.0,-1.0,1.0,,-1.0,0.6117893720148194,1,9
BTC/USDT,short,2025-12-19T00:45:00+00:00,2025-12-19T03:30:00+00:00,85210.1,87340.3525,87340.3525,80949.595,stoploss,-0.024999999999999856,-0.026199999999999855,10.0,2.0,-1.0,1.0,,-1.0,0.098626805977229,3,11
ETH/USDT,short,2025-12-18T20:00:00+00:00,2025-12-19T07:00:00+00:00,2900.0,2972.5,2972.5,2755.0,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,1.6551724137931034,2,44
ETH/USDT,short,2025-12-21T01:30:00+00:00,2025-12-22T00:00:00+00:00,2964.34,3038.4485,3038.4485,2816.123,stoploss,-0.02499999999999994,-0.02619999999999994,10.0,2.0,-1.0,1.0,,-1.0,0.28363817915623757,49,90
BTC/USDT,short,2025-12-23T14:30:00+00:00,2025-12-24T21:00:00+00:00,87405.8,89590.945,89590.945,83035.51,stoploss,-0.025000000000000046,-0.026200000000000046,10.0,2.0,-1.0,1.0,,-1.0,0.5518169274807854,96,122
BTC/USDT,short,2025-12-26T00:15:00+00:00,2025-12-26T02:15:00+00:00,87030.9,89206.6725,89206.6725,82679.355,stoploss,-0.025000000000000074,-0.026200000000000074,10.0,2.0,-1.0,1.0,,-1.0,0.07454823516704831,1,8
BTC/USDT,short,2025-12-27T00:15:00+00:00,2025-12-29T03:00:00+00:00,87273.9,89455.7475,89455.7475,82910.205,stoploss,-0.025000000000000043,-0.026200000000000043,10.0,2.0,-1.0,1.0,,-1.0,0.32092068762825815,80,203
ETH/USDT,short,2025-12-23T13:30:00+00:00,2025-12-29T03:30:00+00:00,2947.99,3021.68975,3021.68975,2800.5905,stoploss,-0.025000000000000078,-0.026200000000000077,10.0,2.0,-1.0,1.0,,-1.0,1.3295838859697555,194,536
BTC/USDT,long,2025-12-29T04:00:00+00:00,2025-12-29T05:45:00+00:00,89999.9,87749.9025,87749.9025,94499.895,stoploss,-0.024999999999999977,-0.026199999999999977,10.0,2.0,-1.0,1.0,,-1.0,0.14666682962981084,4,7
ETH/USDT,long,2025-12-29T03:30:00+00:00,2025-12-29T09:45:00+00:00,3036.34,2960.4315,2960.4315,3188.157,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,0.21947476237838784,3,25
ETH/USDT,short,2025-12-29T12:15:00+00:00,2025-12-30T08:00:00+00:00,2926.65,2999.81625,2999.81625,2780.3175,stoploss,-0.024999999999999918,-0.026199999999999918,10.0,2.0,-1.0,1.0,,-1.0,0.16606017118548688,26,79
BTC/USDT,short,2025-12-30T03:00:00+00:00,2025-12-30T15:45:00+00:00,86910.1,89082.8525,89082.8525,82564.595,stoploss,-0.02499999999999986,-0.02619999999999986,10.0,2.0,-1.0,1.0,,-1.0,0.11234597589923712,1,51
ETH/USDT,long,2025-12-31T09:45:00+00:00,2025-12-31T14:00:00+00:00,2975.93,2901.53175,2901.53175,3124.7265,stoploss,-0.02499999999999991,-0.02619999999999991,10.0,2.0,-1.0,1.0,,-1.0,0.33145940932750967,9,17
ETH/USDT,short,2025-12-31T23:30:00+00:00,2026-01-02T09:45:00+00:00,2972.21,3046.51525,3046.51525,2823.5995,stoploss,-0.024999999999999963,-0.026199999999999963,10.0,2.0,-1.0,1.0,,-1.0,0.04131605774827712,1,137
ETH/USDT,long,2026-01-02T09:45:00+00:00,2026-01-05T01:00:00+00:00,3046.9,3199.245,2970.7275,3199.245,takeprofit,0.04999999999999993,0.048799999999999934,10.0,2.0,1.9999999999999942,1.0,,-0.33476648396731046,1.999999999999994,253,253
BTC/USDT,long,2025-12-31T01:15:00+00:00,2026-01-05T01:15:00+00:00,88550.0,92977.5,86336.25,92977.5,takeprofit,0.05,0.0488,10.0,2.0,2.0,1.0,,-0.7001693958215698,2.0,480,480
BTC/USDT,long,2026-01-05T01:15:00+00:00,2026-01-05T06:00:00+00:00,92905.4,90582.765,90582.765,97550.67,stoploss,-0.024999999999999946,-0.026199999999999946,10.0,2.0,-1.0,1.0,,-1.0,0.15904350016253505,1,19
BTC/USDT,long,2026-01-05T10:00:00+00:00,2026-01-07T14:30:00+00:00,92907.6,90584.91,90584.91,97552.98,stoploss,-0.025000000000000022,-0.026200000000000022,10.0,2.0,-1.0,1.0,,-1.0,0.8362717366501738,41,210
ETH/USDT,long,2026-01-05T01:00:00+00:00,2026-01-07T17:00:00+00:00,3188.87,3109.14825,3109.14825,3348.3135,stoploss,-0.024999999999999908,-0.026199999999999907,10.0,2.0,-1.0,1.0,,-1.0,1.4485381969161546,150,256
ETH/USDT,short,2026-01-09T08:45:00+00:00,2026-01-11T18:15:00+00:00,3081.46,3158.4965,3158.4965,2927.387,stoploss,-0.02500000000000005,-0.02620000000000005,10.0,2.0,-1.0,1.0,,-1.0,1.5345972363749651,83,230
ETH/USDT,long,2026-01-11T18:15:00+00:00,2026-01-11T18:30:00+00:00,3130.86,3287.403,3052.5885,3287.403,takeprofit,0.04999999999999989,0.04879999999999989,10.0,2.0,1.9999999999999885,1.0,,0.0,1.9999999999999885,1,1
ETH/USDT,long,2026-01-11T19:00:00+00:00,2026-01-11T20:15:00+00:00,3133.2,3054.87,3054.87,3289.86,stoploss,-0.024999999999999977,-0.026199999999999977,10.0,2.0,-1.0,1.0,,-1.0,1.0953657602451201,1,5
BTC/USDT,long,2026-01-08T17:15:00+00:00,2026-01-13T22:00:00+00:00,90816.5,95357.325,88546.0875,95357.325,takeprofit,0.04999999999999997,0.04879999999999997,10.0,2.0,1.9999999999999936,1.0,,-0.4978390490714793,1.9999999999999936,499,499
ETH/USDT,long,2026-01-12T01:15:00+00:00,2026-01-13T22:00:00+00:00,3122.0,3278.1,3043.95,3278.1,takeprofit,0.04999999999999997,0.04879999999999997,10.0,2.0,1.9999999999999942,1.0,,-0.7943625880845593,1.9999999999999942,179,179
BTC/USDT,long,2026-01-13T22:00:00+00:00,2026-01-14T11:00:00+00:00,95575.9,93186.5025,93186.5025,100354.695,stoploss,-0.024999999999999915,-0.026199999999999914,10.0,2.0,-1.0,1.0,,-1.0,0.19339603393742874,4,52
ETH/USDT,long,2026-01-13T22:00:00+00:00,2026-01-14T18:30:00+00:00,3323.11,3240.03225,3240.03225,3489.2655,stoploss,-0.024999999999999977,-0.026199999999999977,10.0,2.0,-1.0,1.0,,-1.0,0.8835097243245051,74,82
ETH/USDT,long,2026-01-14T19:30:00+00:00,2026-01-15T03:30:00+00:00,3369.18,3284.9505,3284.9505,3537.639,stoploss,-0.024999999999999977,-0.026199999999999977,10.0,2.0,-1.0,1.0,,-1.0,0.23590309808321747,2,32
ETH/USDT,long,2026-01-15T10:00:00+00:00,2026-01-15T18:30:00+00:00,3362.35,3278.29125,3278.29125,3530.4675,stoploss,-0.024999999999999908,-0.026199999999999907,10.0,2.0,-1.0,1.0,,-1.0,0.24125983315241156,15,34
ETH/USDT,long,2026-01-16T05:45:00+00:00,2026-01-18T11:30:00+00:00,3307.17,3224.49075,3224.49075,3472.5285,stoploss,-0.02500000000000004,-0.02620000000000004,10.0,2.0,-1.0,1.0,,-1.0,0.25084891311906854,136,215
BTC/USDT,long,2026-01-14T14:45:00+00:00,2026-01-18T23:45:00+00:00,96429.4,94018.665,94018.665,101250.87,stoploss,-0.02500000000000001,-0.026200000000000008,10.0,2.0,-1.0,1.0,,-1.0,0.6050436899949623,10,420
ETH/USDT,long,2026-01-18T12:15:00+00:00,2026-01-19T00:00:00+00:00,3323.18,3240.1005,3240.1005,3489.339,stoploss,-0.02499999999999995,-0.02619999999999995,10.0,2.0,-1.0,1.0,,-1.0,0.523955969884271,26,47
ETH/USDT,short,2026-01-19T23:00:00+00:00,2026-01-20T15:00:00+00:00,3175.04,3016.288,3254.416,3016.288,takeprofit,0.04999999999999999,0.04879999999999999,10.0,2.0,1.9999999999999944,1.0,,-0.3010985688369284,1.9999999999999942,64,64
BTC/USDT,short,2026-01-20T06:30:00+00:00,2026-01-24T11:00:00+00:00,91090.5,86535.975,93367.7625,86535.975,takeprofit,0.04999999999999993,0.048799999999999934,10.0,2.0,2.0,1.0,,-0.31375390408439996,2.0,402,402
ETH/USDT,short,2026-01-20T15:00:00+00:00,2026-01-24T11:00:00+00:00,3016.63,2865.7985,3092.04575,2865.7985,takeprofit,0.05000000000000007,0.04880000000000007,10.0,2.0,2.0,1.0,,-0.6427039444678296,2.0,368,368
ETH/USDT,short,2026-01-24T14:00:00+00:00,2026-01-25T19:30:00+00:00,2954.77,2807.0315,3028.63925,2807.0315,takeprofit,0.049999999999999975,0.048799999999999975,10.0,2.0,1.999999999999994,1.0,,-0.16948865732358118,1.9999999999999938,118,118
ETH/USDT,short,2026-01-25T19:30:00+00:00,2026-01-26T01:45:00+00:00,2822.77,2893.33925,2893.33925,2681.6315,stoploss,-0.025000000000000005,-0.026200000000000005,10.0,2.0,-1.0,1.0,,-1.0,0.6060713412711624,10,25
ETH/USDT,short,2026-01-26T03:45:00+00:00,2026-01-26T08:15:00+00:00,2849.47,2920.70675,2920.70675,2706.9965,stoploss,-0.025000000000000012,-0.02620000000000001,10.0,2.0,-1.0,1.0,,-1.0,0.011791666520436297,1,18
BTC/USDT,short,2026-01-24T23:45:00+00:00,2026-01-27T03:30:00+00:00,89180.8,84721.76,91410.32,84721.76,takeprofit,0.05000000000000009,0.04880000000000009,10.0,2.0,2.0,1.0,,-0.13177724353224118,2.0,207,207
BTC/USDT,short,2026-01-27T15:15:00+00:00,2026-01-28T11:45:00+00:00,87607.9,89798.0975,89798.0975,83227.505,stoploss,-0.02500000000000011,-0.02620000000000011,10.0,2.0,-1.0,1.0,,-1.0,1.647294365005886,30,82
ETH/USDT,short,2026-01-29T11:15:00+00:00,2026-01-29T15:15:00+00:00,2923.51,2996.59775,2996.59775,2777.3345,stoploss,-0.02499999999999989,-0.02619999999999989,10.0,2.0,-1.0,1.0,,-1.0,1.4485327568573503,15,16
BTC/USDT,short,2026-01-29T01:00:00+00:00,2026-01-29T15:30:00+00:00,89066.0,84612.7,91292.65,84612.7,takeprofit,0.05000000000000003,0.04880000000000003,10.0,2.0,2.000000000000006,1.0,,-0.8685693755192802,2.0000000000000067,58,58
ETH/USDT,short,2026-01-29T15:15:00+00:00,2026-01-29T21:15:00+00:00,2834.83,2905.70075,2905.70075,2693.0885,stoploss,-0.025000000000000015,-0.026200000000000015,10.0,2.0,-1.0,1.0,,-1.0,1.0735035257846133,15,24
BTC/USDT,short,2026-01-29T15:30:00+00:00,2026-01-30T05:00:00+00:00,84598.2,80368.29,86713.155,80368.29,takeprofit,0.050000000000000044,0.048800000000000045,10.0,2.0,2.0,1.0,,-0.4610972810296183,2.0,54,54
ETH/USDT,short,2026-01-30T01:30:00+00:00,2026-01-30T09:30:00+00:00,2722.06,2790.1115,2790.1115,2585.957,stoploss,-0.025000000000000012,-0.02620000000000001,10.0,2.0,-1.0,1.0,,-1.0,0.37692042056383884,21,32
BTC/USDT,short,2026-01-30T10:00:00+00:00,2026-01-30T19:15:00+00:00,82281.2,84338.23,84338.23,78167.14,stoploss,-0.024999999999999988,-0.026199999999999987,10.0,2.0,-1.0,1.0,,-1.0,0.19435788491174322,33,37
